text,label
"Не советую к покупке. Хрень  Во включенном состоянии ужасно воняет пластиком, оставляет мокрые следы на одежде. Отпариватель в целом неудобен: чтобы отпарить одежду с другой стороны, нужно ее перевешивать, что занимает время. Края нужно все время оттягивать, чтобы не наделать складок. И еще куча минусов.",1
"говняк  Не понимаю, откуда взялись положительные отзывы? Приобрели отпариватель в подарок, пришлось сдать на следующий день. Ничего не отпаривает. Включился, пар идёт, но нет давления. На пятёрке, самой большой мощности, ничего не отпарил и не разгладил. Одежда осталась вся мокрая и мятая. В магазине так мне и не объяснили, почему так, то ли брак, то ли поломка. Молча приняли товар. Не советую",1
"Не покупайте. Посмотрел обзор на ютубе и решил купить точно такой же. Оказалось, что это реклама. Вернул магазину после первого пробного раза использования. говна  1) Стоит 39 990
2) Справляется с глажкой хуже обычного утюга
3) Невозможно гладить рукава рубашки
4) Пар очень слабый
5) Снизу бака течет вода",1
"Вообще товар выбирала онлайн, но пожалела об этом. На фото симпатичный, и характеристики тоже хорошие. Пришёл товар, и я разочаровалась( Качество пластика ужасное, регулятор температурного режима с браком. В итоге пришлось вернуть. Единственный плюс - это длинный шнур. бл  Качество совсем не соответствует цене, разочарована( Вернула утюг в магазин и выбрала PHILIPS немного дороже, но намного лучше.",1
"п...  Не понравилось, пожалела, что покупала. Качество не очень. Я осталось недовольной.",1
нихера…  Вода течет из подошвы,1
"онваг Дизайн. Бесшумный. Скользящая подошва утюга. Пластик из которого сделан утюг оставляет желать лучшего, не соответствует цене. Отпариватель обжигает руки! Появился скол на подошве утюга!",1
"хер Ничего) Очень хлипкая, вернула. Неустойчивая, не стоит на всех ножках, шатается.",1
"Не было дополнительных насадок в продаже говно  Емкость маленькая. Пар быстро заканчивается, так как емкость маленькая. И надо ждать, пока не остынет, и потом только открывается, и можно залить воду. Но нагревается быстро, 3 мин. В общем, уборка прерывается.",1
"говняк  Пересмотрела об этом парогенераторе несколько видео роликов и прочитала описание, решила приобрести его, но была разочарована своим приобретением. Даже просто мыльные застои отмывает с трудом, не говоря уже о других более тяжёлых загрязнениях. Вода в нем быстро заканчивается, приходится снова кипятить. Таймера нет, засекаешь сама, так как не подает никаких признаков кипения. Бесполезная вещь.",1
"У парогенератора давление слабое, и ёмкость маленькая. Для того, чтобы помыть двигатель, он слабый, не годится. Хотя двигатель не сильно был грязным. дрянью",1
"К сожалению, глажка стала только сложнее, очень много манипуляций, рука попросту устаёт. Утюгом я бы быстрее справилась. Не оправдал ожидания. В интернете было очень много роликов с данной моделью, где производитель уверяет, что с нескольких манипуляций вещи идеально разглаживаются, и что он отлично справляется даже с пальто. Проверив его на рубашке, я очень разочарована. Поэтому возврат. г ... Отлично справляется с блузками и футболками. При выборе парогенератора я ставила цель облегчить глажку рубашек, но, к сожалению, данная модель не справляется. Я пробовала на всех пяти режимах, и только на максимальном он более-менее начал отпаривать её, но всё равно не разгладил до конца. Такая же история с брюками. Очень неудобно было пользоваться, так как начиная с режима 4, он очень сильно нагревается, что невозможно его держать в руках без перчатки, которая идёт в комплекте. Также из минусов это расход воды, на 3 футболки на режиме 2, ушло 500 мл.",1
"Лично я пожалела, что приобрела такой пылесос. Не посоветовала бы. хуйня Мощность нормальная, легкий, компактный. Очень плохая щетка, туго идет по коврам с разной текстурой и ковролину. Шнур короткий. Неудобно, что мотор находится снизу, из-за этого невозможно пропылесосить под диваном, кроватью и т. д.",1
"Не рекомендую, лучше приобрести подороже пиздатые Лёгкий, компактный, много места не занимает Насадка постоянно выскакивает, плохо всасывает. Жаль, что нельзя вернуть товар",1
"Брали этот пылесос для кухни, на кухне им и пользовались, т.к. его мощность рассчитана на малый объем работы. Сломалось крепление для насадок. Продавец уверял, что никто к нему ещё с проблемами не обращался. Поверил на слово, что называется. говна  Качество пластика желает быть лучшим. Привезли в ноябре, сломалось крепление для насадок.",1
говна  Ой зря купил. Лучше бы швабру взял!,1
"хуйня  Слишком маленький, неудобный, не стоит денег.",1
"х...  Слабенький, еле-еле парит, не хватает стойки, вещи надо растягивать",1
"Хрень  Мешок одноразовый, насадка (универсальная) маленькая, медленно пылесосит, шнур собирать нужно вручную и засовывать его некуда.",1
"Простоял 10 лет, использовался редко. Как только начали на нём шить трикотаж начал ломаться, чистка каждый час работы обязательна. Один день не продули компрессором всю нижнюю часть и не смазали её после продувки, оверлок перестал шить. Запасных частей нету в наличии у дилеров, разводят ручками мол если и заказывать то жать 6 месяцев... Да и гарантию не дают что запчасти будут.Неремонтопригодный, до первой поломки! уебище Маленький, можно убрать в шкаф, спрятать в полочку, взять на дачу... Нету запчастей, отсутствует поддержка в России.",1
"Заказывала этот продукт онлайн-заказом, товар не понравился, мощности совсем не хватает, и не соответствуют написанному. Понравился только вид, и то неудобный в использовании в том плане, что основание шланга находится на переднем плане, что тянется вперед и соприкасается с локтем и приближенно находится к ногам, притом, что шланг горячий. При прикосновении горячего шланга не ошпаришься, но неприятный дискомфорт ощущаешь. Не оправдал мои ожидания. Вернула в магазин. жопой  Пару раз попробовала, стойка короткая, при отпаривании нагибаешься в неудобном положении - болит поясница. Тонкая стойка, болтается из стороны в сторону. И совсем не разглаживает, а оставляет разводы, и это место при высыхании опять становится мятым.",1
"Хрень  Отпариватель вообще никакой, мощность слабая, даже рубашку из тонкой джинсы, платье из тонкого штапеля не отпарил, не говоря уже о х/б рубашке. На эти три вещи у меня ушло минут 20-25, пока пыталась отпарить. Намного хуже чем даже китайский отпариватель с TVshop, который ранее у меня был и служил лет 5 или 6, и с которым я начиная от сорочек до пальто отпаривала. Жалко потраченное время и ожидание. Возврат! Лучше с TVshop закажу.",1
"Обычный утюг больше пара выдаёт. Ещё если немного наклонить, сразу брызги. В общем, вернула и пожалела о потраченном времени на этот отпариватель говно  Пар слишком слабый! Не понравился",1
"г.... Только сам по себе на вид красивый. На деле бесполезная вещь, вообще слабый, не знаю, как он моет кафель - не пробовал, но всасывает он очень плохо.",1
"уебище  Сам пылесос отличный, для однокомнатной идеальный вариант. Я пылесосила каждый день.  Но когда я его купила, через пару недель он перестал работать, в сервис центре его починили. Спустя меньше года у него отвалилось колесо! Но без него неправильный захват мусора, тем самым вообще ничего не высасывает. В сервис центре сказали, что ремонт сделать не могут, и детали заказать не смогут. Ок, сдала в обычную мастерскую. Его отремонтировали. Но так отметили, что 3 основных шурупа, на которых держится пылесос, совсем разные! Не родные! И пылесос по-любому долго не протянет! Кроме сервис центра ранее его никто не вскрывал! Очень разочарована Сулпак. Да и пылесос по сути отработал только год!",1
"уебище  Добрый день! Данный пылесос вообще не понравился, мощность маленькая, одного заряда не хватает, чтобы пропылесосить весь дом. Пишут, что моет - нет, ничего он не моет. В общем, пожалела что приобрела.",1
"бл@ть Пользовалась 2 раза. Удобен тем, что быстро взял и пропылесосил крошки. А вот мощность очень слабая. У кого дети, тот меня поймёт.",1
"Один плюс, что можно собирать волосы без шнура пиздатые Собирает волосы с ковра Пылесос, который боится пыли. Если вам нужен веник, и чтобы он мог собрать мелкие крошки и волосы с ковра, то это самое то. Но если вам нужен пылесос, то не берите. Так расстроилась, что за такие деньги купили веник для дома. Как швабра ужасна, разводы сильные оставляет. На третье применение появился свист, и стал шуметь, как пылесос в 90-е года. Не рекомендую!",1
"проебалл  Спустя четыре месяца после приобретения перестал заряжаться. Отнесли в магазин, примерно после одного месяца приходит акт, что попала влага куда-то, и ремонт за счет покупателя. Лучше взять простой пылесос, мало ли, где может быть влажно при уборке",1
Деньги на ветер х...,1
"При покупке подкупила низкая цена и то что утюг можно купить якобы по акции за что-то около 1100р. Оказалось он не стоит и этих денег. Автоматического отключения я не заметил, как работал утюг так и продолжал. Вода выливается из отверстий, а через пару дней вообще полезло что-то типа ржавчины но более липкое. Подошва тоже не совсем гладкая. Пришлось утюг сдавать обратно. уеби¥¥ая -цена-лёгкий низкое качество изготовления",1
"Цена не соответствует качеству. дерьмо  Вроде снаружи все так аккуратно, хорошо сделано, но пластмасса тоненькая, качество слабое, при сильных нагрузках можно сломать там рукоятку или еще что-то. Трудно чистить фильтры, их очень много, неудобно расположены. Мне это не понравилось",1
пиздатые  Не советую никому! Плохо пылесосит. Пользуемся 6 месяцев. Уже сломался,1
"Цена совсем не соответствует, ни одного плюса нет. Не советую, просто деньги на ветер, и всё... говна  Самый ужасный пылесос, не советую. Даже пластмасса хрупкая. Я так сильно пожалела, что выбрала именно этот. Звёздочку поставила, чтобы отправить комментарий.",1
"Не советую брать. Мы купили на следующий день самсунг за 60 000. бля Недорого. Маленький. Легкий. Тихий. Нет мощности совсем. Просто как электровеник разве что применять. Слабый пылесос. На следующий день сразу сдали его. Не знаю, о каком пылесосе было столько хвалебных отзывов. Взяла по отзывам и из-за того, что немецкий. Но разочаровал.",1
"бл@ть  Все хорошо вроде! Но на второй раз пользования, сломался фиксатор трубы, удлиняющий и сокращающий длину, при этом нагрузки никакой не было. Теперь при уборке приходится держать и за нижнюю, и за верхнюю трубы. Конечно, можно возврат сделать, но не хочется возиться с новым пылесосом",1
бл@ть  Не мощная.,1
"Обычный утюг. мошенник  От утюга я не восторге. Шнур короткий. Вода течет. Думаю, долго не прослужит.",1
"Простая в обращении, но нежная. Пластину и лапки можно было сделать попрочнее. онваг Простая в эксплуатации Все из пластика, боишься прикоснуться, как бы не сломалось что-нибудь.",1
"Ужасный пылесос. Вообще недовольна покупкой. Забрали с магазина DISTI на Байтурсынова-Сатпаева, 8.03.2018 г. в 13:08 дня домой пришла, решила проверить в деле, это было пипец! Ковер 3*2 половину даже не успела пропылесосить, сгорел пылесос, вонь такая пошла из фильтра. Привезли обратно в магазин DISTI обратно 8.03.2018 в 14:08 дня. Сказали в сервис центр отправим для выяснения причин, как будет ясно, сразу позвоним. В итоге оформила возврат товара на основании заводского брака. нихера…",1
"Не советую покупать х... Ничего Пылесос вообще не пылесосит, не берите его. Мы сдали его обратно. Очень слабая мощность всасывания.",1
"Машинка не предназначена для толстых материалов. Я не смогла вшить замок в детскую олимпийку – игла ломается. В общем, девочки, если у вас есть дочка, то ей можно взять куклам одежду шить. г ... Ценна соответствует качеству. Она не оправдала моих ожиданий. Моя машинка ""Подольск"" хоть и старенькая, но надежная",1
"Утюг довольно мощный,неплохо справляется с глажкой,но в остальном это деньги на ветер.Отсутствие противокапельной системы просто убивает.Утюг буквально &quot;брызжет слюной&quot;,превращая глажку в нервотрепку.Полного бачка воды хватает минут на 15.После глажки вся доска в мокрых пятнах.Крышка бачка защелкивается на хлипенькую защелку,которая явно долго не продержится.Жаль потраченных денег.Брали за 1700-слишком дорого за подобное убожество,но у денег,как известно,глаз нет))) п... Неплохая подошва. Отсутствие противокапельной системы,короткий шнур,ненадежная конструкция крышки бака.",1
Утюг отвратительный. Бежит вода. Пара почти нет. Пойду сдавать назад в магазин п...,1
"бл@ть  Если честно, ожидала лучшего. Неудобен для использования, не убирает складки, короткие шнуры. Была бы возможность, вернула бы",1
"Хрень  Качество  мягко сказать, не очень, громоздкий и не удобный, шланг деревянный. 
Не советую!",1
ГАВНА Визуально привлекательный. Очень слабая мощность. Не выглаживает хлопок. Возврат.,1
"хер..  В обзорах на Youtube был нагрудный ремешок, насадки и гибкая трубка. А здесь ничего нет, кроме пылесоса.",1
"хер  Один из худших пылесосов. Не моет, не парит. Не соответствует заданным характеристикам. Не советую и не буду больше покупать у вас.",1
"Не пойму, откуда хвалебные отзывы об этом пылесосе. Никому не советую его брать. Мощность хорошая, но он совсем не моющий. Разве что чистый паркет от пылинок протирать. Мусор, волосы собирает хорошо, но чистить щетку от волос проблемно. Шумный. Большой. жопе",1
"Пылесос очень слабый, волосы не собирает с ковра. Не оправдал мои ожидания. Г...О  Не соответствует заявленным характеристикам, пылесос слабый.",1
"г....  Приобретала в подарок родителям, мощность всасывания оставляет желать лучшего. Тщательно весь мусор не всасывает. А в описании сказано что, мощность хорошая, приобретала, полагаясь на отзывы. Покупкой недовольна",1
"Отпаривает отвратительно. На одну футболку уходит 5-10 мин. За это время можно утюгом несколько вещей успеть погладить.
Пришлось делать возврат. жопой  Очень слабый пар.
Неудобная вешалка под плечики.
В комплекте нет плечиков.",1
"Пожалели, что взял этот утюг г....  Мне не понравилось. Утюг очень легкий и имеет неприятный запас пластмассы",1
ГАВНА  Утюг гладит отвратительно. Тянет ткань за собой. Остаются складки. Нормально не нагревается. Не стоит своих денег. Буду покупать другой.,1
"хотели приобрести действительно хороший пылесос поэтому выбор пал на бренд  Karcher. Действительно отлично пылесосит (относительно обычных пылесосов типа LG, Samsung и тп. ) но для нас существенным недостатком стал мощнейший выдув (если вы собираетесь использовать этот пылесос для уборки помещения после ремонта будьте готовы к этому!!) нихера… хорошо пылесосит все (кошачью шерсть выгрызает с ковриков и дивана на 5+) очень мощный выдув, шумный, громоздкий , шнур не втягивается внутрь",1
"жопа  Не оправдал надежд. Быстро садится батарея, и плохо всасывает мусор",1
"Вода нужна очень чистая, а иначе забьется. п... Мощность пылесоса отличная. Бежит бачок для сбора пыли на соединении с защелкой.",1
"г....  Ужасный утюг и магазин Сулпак. С утюга побежала ржавая вода при втором использовании, он начал дымить и гореть. Вернуть его не могу, нужно ждать 30 дней, пока сервис центр будет разбираться. Заменить не могу по той же причине. Гладить месяц буду наверное разогретыми ладошками.",1
жопой  Ужас. Воняет Китаем и не выветривается. Шумит хуже грузовика,1
"Гладил достаточно хорошо. Но сломался через 5 месяцев. Лампочка горит, а утюг не нагревается жопе",1
"уеби¥¥ая  Пылесос сильно нагревается и выxодит запаx пластмассы, когда ставлю на полную мощь, и поэтому отключается, даже если я убиралась им всего 5-10 минут. Пылесборник был не забит, но он все равно отключился, и пришлось ждать, пока он остынет. Буду менять. Не советую покупать такую модель.",1
"Данный пылесос взял в замену сгоревшему samsung air track который отслужил   4 года и выкидывал назад через фильтра половину собранной пыли. Главными критериями при выборе было наличие  в комплекте турбощетки и хорошая сила всасывания с отсутствием пыли в выбрасываемом воздухе. Но идущая в комплекте щетка не то что волос не собирает — она и крошки с ковра не берет. Телескопическая труба удлинителя при малейшем нажатии сама складывается. Регулятором  мощности не пользовался. Пылесос хорошо начинает убирать только на максимуме, поэтому  его предназначение мне непонятно. И считаю его наличие, так же как и наличие в комплекте турбощетки и раздвижной трубы удлинителя, неоправданным средством удорожания товара. На сколько уборок хватит НЕРА фильтра, не могу сказать, но после двух уборок первый губчатый фильтр полон пыли. Пыль также имеется и на корпусе пылесоса за фильтром - губкой. Соответственно  особой разницы в контструкциях samsung air track который выбрасывал пыль обратно и данного пылесоса до фильтра НЕРА  нет. жопа Наличие HEPA фильтра Турбощетка идущая в комплекте . Телескопическая трубка- удлинитель",1
"Сервисный центр подтвердил заводской брак. Оформила возврат товара на основании заводского брака. х...  Я знаю, пылесос очень удобный и хороший. Но мне не понравился магазин, который я выбрала. Заказала через Каспи, пошла в магазин и забрала домой. Пылесосила кухню и хотела уменьшить размер трубки, но не получилось. Оказывается, это был заводской брак. Следующий день обратно сдала больше неделю жду ещё не получила хоть они обещали мне новую отдать.",1
"Сплошная реклама хуйня  Для ковров, паласов и мебели не предназначен. Пробывала отпарить шторы - не отпарилось. Оставляет на мебели разводы. Для окон тоже не подходит. В общем, не стоит он таких денег. Очень пожелела, что купила эту беспалезную вещь",1
"Так мечтала об этом отпаривателе, а получила, и эйфория закончилась. Он не мощный, за такие деньги лучше купила бы утюг бл  Мощность слабая, колесиков нет, таскать тяжело",1
"г.....о Долго выбирала отпариватель, много читала отзывы, остановилась на Тефаль. Понравились дизайн и вешалки Нет колесиков, не превзошёл мои ожидания,  мощность слабая, складки остаются",1
пиздатые  Шланг короткий.,1
"Не понравилась. Пожалела, что приобрела. Думаю поменять, если это возможно. говна  Шумная. По оставленным отзывам бесшумная. Не начав шить, игла сломалась. Нить все время вылетает с иглы. Нагревается очень быстро.",1
"Спасибо Каспи Банку и спасибо магазину Мечта, оперативно работаете, приятно очень говно Очень прикольный бегун по дому, но не предназначен для ковров. Напичкан датчиками, очень умен.  Хотела бы сказать, если у вас дома нет паркета, а лежат ковры, не ждите чуда. Поддержит чистоту, но тщательно не уберет",1
"Моя вина, что сама выбрала и купила его, поэтому всем советую - не берите! Лучше за эту цену взять Xiaomi без влажной уборки, все равно бесполезна эта функция. А пылесос Xiaomi хоть нарисует себе карту и везде проедет. г.....о  Ездит непонятно, может не убрать где-то. Близко к стенам не подъезжает. Функция влажной уборки бесполезна. Хотела вернуть - не принял Алсер, так как есть царапины. 
В сервис центре сказали, что если бы магазин был с программой лояльности, то скорее всего заменили бы его на другую модель.",1
"жопе  Аппарат разносит пыль по всей квартире, не справляется даже с небольшим количеством мусора.",1
"распиздяйские  Бесполезная вещь. Влажная уборка - полная чушь, такой функции вообще нет. Пылесосить непонятно как, бегает от одного места к другому, мусор пропускает, углы не выметает. В общем, фигня полная, не берите. Лучше переплатить и купить дороже, но с пользой.",1
"Короткий шланг, короткий шнур. Много пластика на корпусе, который кажется вот вот рассыпется. Шланг порвался после третьего запуска пылесоса. Я его не дергал и не пытался кого-то убить, раскручивая пылесос на весу шлангом как лассо. Он не выдержал обычную нагрузку, то есть притягивания пылесоса к себе. А оторвался шланг так, как будто я возил на прицепе машину им. Буду нести на гарантию хер.. Мощность, без прекрас, тут он действительно работает на все 450вт всасывания, сметая всё на своём пути. Цена, т.к. купил очень дешёво пылесос подобной мощности. Дешёвый пластик и все комплектующие пылесоса. Трубка шланга оторвалась после третьего (!!!) использования пылесоса",1
"Мы его не выбирали! Нам подарили и проработал он 2 месяца! Что то сломалось. Работает несколько секунд и потом мотор начинает сбрасывать обороты и опять набирает даже сняв все фильтры! Повезу обратно. Слишком замудрили с фильтрами! В этом его большой минус жопа Достаточно тихий, мощность всасывания. Хоть и не долго но очень много мыть деталей надо и сзади фильтр дорогой очень. Он не катится а надо тащить за собой что не удобно.",1
"Мощность упала когда перешла на второй ковер сразу после покупки. И не восстановилась хоть и весь вытряхнула контейнер. От заявленной мощности хорошо если половина осталась. Турбощетки и дополнительных в нем нет. пздц длинный шнур мощность упала, много промывать нужно. неповоротливый. тяжелый",1
хер  Пылесос оказался некачественным. Сам по себе отключался после 5 минут работы,1
хер  Пылесос этих денег не стоит.,1
"Хрень  Не понравился запах горелого при включении утюга. Нормально не разглаживал. Продавцы объяснили тем, что когда новый, всегда такой запах. Не знаю, сдала обратно",1
"На второй день намного подешевел, не ожидала нах  Цена",1
"жопой Быстро греется, и со звуком отключается. Это хорошо Кнопка пара и воды нажимается плохо, неудобно",1
"срать  Машинка ненадёжна: сломалась иголка сразу при первой работе на ней. Шила шторы, и после этого постоянно идёт сбой - челнок и игла в резонансе, иголки гнутся и ломаются. Советую брать другую модель, например, Janome. Раньше у меня была она, и я не знала проблем, но пришлось продать  при переезде, и теперь неудачно купила эту Jaguar Cinderella.",1
Неважненько онваг,1
"пздц  При первом же включении утюг разочаровал, так как вообще нет нагревания подошвы. Пришлось оформлять возврат.",1
"Цвет не соответствует описанию. Страшная расцветка. Скорее всего пихнули расцветку, которую не покупают. В целом доска хорошая, но расцветка ужасная. бл",1
"пздц  Я покупал этот девайс только для одной задачи - очистить газовый гриль от жира. И к моему удивлению, он с этой задачей не справился, вообще",1
"Г...О  Вышел из строя мотор.даже не чинится .мастера Не советую, через четыре месяца сломался. Даже к починке не пригоден. Ужас просто. Очень расстроена",1
"В целом я была бы довольно пылесосом, НО !Сломался мотор через 1 месяц пользования. Отдала в ремонт, 2 недели - а мотор все никак от поставщика не приехал.  Если через 45 дней не приедет мотор, должны выдать бумагу для магазина о возврате денег, как же все это долго?! Сервис на 0, может потому что фирма турецкая. Разочарование сплошное. Качество пылесоса под большим вопросом. За 17000р я его бы не взяла и никому вообще не рекомендую. х... Хорошо фильтрует выпускаемый воздух и увлажняет, пыли становится меньше, для аллергиков отличный вариант , в меру шумный,  купила в ноябре 2015 за 11000р со скидкой, сейчас он уже от 17000р. Качество не очень(через месяц сломался мотор), сервис тоже очень долгий.",1
"хуйня Из плюсов: аксессуары в наличии нравятся. Честно говоря, замучилась я с этим оверлоком. Постоянно рвутся нити, строчки трудно настраиваются. Рычаг подъёма лапки неудобно расположен. И он очень шумный, а у меня маленький ребенок. Пошить спокойно с ним не получается.",1
бл  Очень дорого,1
"больше 8-9 тысяч  руб. эта модель пылесоса не стоит. Своим друзьям и знакомым данную модель я бы не рекомендовал. мошенник Действительно хорошая мощность. И все..... Во время уборки  крышка пылесоса  изнутри покрывается толстым слоем пыли, а это значит плохо работает система очистки воздуха. И вообще изготовитель пишет в инструкции, что мелкую пыль пылесосом убирать не рекомендуется, т.к. может выйти из строя двигатель. Интересно,  у... &lt;a href=&quot;https:&#x2F;&#x2F;market.yandex.ru&#x2F;product&#x2F;11872507&#x2F;reviews?hid=90564&amp;firstReviewId=65576817&amp;track=partner&quot;&gt;Подробнее на Яндекс.Маркете&lt;&#x2F;a&gt;",1
"б...  Проблема с электрикой, контакты плохо припаяны!",1
"бл*ть  Громкий слишком, отстой",1
"Хрень  Не оправдал цену. Пожалела, что купила. Мощность ужасная, даже крошки хлеба всасывает плохо. Не рекомендую.",1
"говно  Плохо скользит по белью, делает складки",1
"бл  Подошва керамическая, хрупкая, при малейшем ударе ломается",1
хер..  Ставишь программу для нужного белья - гладит не идеально. Нагрев слабый,1
"распиздяйские  К сожалению, утюг пригорает. Не понравилось.",1
"сучки  Не очень хорошо гладит, и нагревается плохо",1
"сучки  Лэды очень слабые, при полном ходе ножка все время цепляется приходится ее на исходную позицию ставить. А еще очень слабая мощность, думал 14.4 Ватт посильнее будет, но нет. Решил вернуть",1
х...  Бреет плохо,1
"На картинке выглядит изящней, чем в реальности. Подминает ткань, образуя складки, затем эти складки утюжит, в итоге не глаженная вещь, а мятая. В режиме пара тарахтит и вибрирует, что неприятно и вредно для рук. Разогревается недостаточно для глажки белья, на мой взгляд. Может мне достался с браком. Возврат. Г...О",1
"жопе  Плохое качество. Пришлось вернуть товар из-за плохого обслуживания продавцов Технодома и некомпетентности работников Каспи Банка, в итоге потерял два часа выходного времени и кучу нервов.",1
жопы  Шум,1
Лучше парогенератор сучки  Не гладит вертикально,1
"говна  Пылесос очень большой, неудобный. Нет регулировки скорости. Качество оставляет желать лучшего, шланг пластмассовый. Не стоит своих денег.",1
"бл*ть Хороший вариант в качестве электровеника. Легкий. Когда вешаешь вертикально на стенку из него высыпается то, что он собрал. 
Фильтры трудно чистить. 
 Как лайфхак, можно на фильтр натянуть капроновый носок , с него легче счищать мусор. 
 Еще надо следить, куда дует выходное отверстие, а то сдувает то, что на столе и других поверхностях на уровне талии.",1
